"Mid","MGenre","MName","PYear","Did","Views","Rid"
7260,"Documentaries","John & Yoko: Above Us Only Sky",2018,"7034",5566220,6985
9029,"Dramas","Kia and Cosmos",2018,"3364",16661855,7531
3460,"Documentaries","Kill Hitler! The Luck of the Devil",2015,"9206",15514931,7667
2931,"Documentaries","Knock Down The House",2019,"4106",12538638,2765
7078,"Horror Movies","Munafik 2",2018,"4907",3512916,5215
9407,"Action & Adventure","Robin Hood: The Rebellion",2018,"7327",16222835,7495
4454,"Action & Adventure","Snowpiercer",2013,"4944",15695918,6098
8486,"Comedies","Sur Sapata",2019,"4150",10283572,8946
6409,"Children & Family Movies","Teenage Mutant Ninja Turtles",2007,"3046",3923830,5345
6972,"Children & Family Movies","The Dark Crystal",1982,"1491",11383318,5502
5959,"Thrillers","Two Graves",2018,"8345",7411971,8504
6395,"Action & Adventure","27, el club de los malditos",2018,"9134",2289541,8660
8382,"Documentaries","27: Gone Too Soon",2017,"5772",17859285,6372
7453,"Comedies","Abhinetri",2016,"7197",5160277,2495
7266,"Dramas","Ajji",2017,"3879",8627595,3623
8309,"Action & Adventure","CIA: Comrade in America",2017,"2202",16992018,9684
2543,"Action & Adventure","Darc",2018,"9288",15608595,4313
7916,"Comedies","Despido Procedente",2017,"6432",3148363,6247
4342,"Dramas","God's Own Country",2017,"5642",5457835,9340
1826,"Dramas","Gurgaon",2017,"1179",16782509,7419
5538,"Dramas","Hombanna",2017,"8214",1998857,9447
5299,"Documentaries","Jewel's Catch One",2016,"4247",12181545,8637
2810,"Stand-Up Comedy","John Mulaney: Kid Gorgeous at Radio City",2018,"3401",19020007,2325
4829,"Documentaries","Le K Benzema",2017,"6966",14333615,6522
8249,"Comedies","Love Ni Bhavai",2017,"2696",18122236,9432
2336,"International Movies","My Perfect Romance",2018,"5007",7470815,9967
2704,"Action & Adventure","Nibunan",2017,"6794",11861430,8264
9985,"Dramas","Onaatah",2016,"3883",3212387,4821
9152,"Movies","Pocoyo & The Space Circus",2008,"5650",1332145,2432
3267,"Dramas","Ringan",2015,"9928",6459555,8233
5537,"Documentaries","Roberto Saviano: Writing Under Police Protection",2016,"3174",19806208,3638
8402,"Dramas","Sometimes",2016,"2560",18993839,6070
6548,"Documentaries","The Carter Effect",2017,"4010",10841495,5249
3795,"Comedies","The Clapper",2017,"5570",5489501,9873
8333,"Comedies","Toc Toc",2017,"3491",1522063,7389
1934,"Action & Adventure","Tremors 6: A Cold Day in Hell",2018,"3267",17000163,6061
7370,"Dramas","Waiting",2015,"1866",3755650,3874
3192,"Dramas","Withdrawn",2017,"2481",11495820,5525
8180,"Thrillers","A Kind of Murder",2016,"6113",15258842,9828
4815,"Dramas","A Yellow Bird",2016,"2831",5602025,7499
7659,"Comedies","Abby Sen",2015,"8678",14439744,5884
3351,"Comedies","Bittoo Boss",2012,"7363",4112189,8791
2337,"Dramas","Bombay Talkies",2013,"9508",5622351,4275
4711,"Action & Adventure","Boss",2013,"3952",9910206,9791
9441,"Dramas","Budhia Singh: Born to Run",2016,"7005",13648660,6619
5973,"Dramas","Chaahat",1996,"4641",13747482,5965
6202,"Comedies","Chashme Buddoor",2013,"5787",8251359,8210
6895,"Documentaries","Defying the Nazis: The Sharps' War",2016,"4280",15417513,2277
6148,"Comedies","Dharam Sankat Mein",2015,"3525",15964431,9105
9277,"Comedies","Don't Think Twice",2016,"6994",17071306,6787
5476,"Dramas","Drishyam",2015,"9774",6312013,9004
5377,"Comedies","English Babu Desi Mem",1996,"1385",17125864,7507
7198,"Documentaries","Fire in the Blood",2012,"1271",3494646,4268
7153,"Action & Adventure","Gollu Aur Pappu",2014,"2506",10552875,9931
2055,"Action & Adventure","HALO Legends",2009,"3218",12207095,5536
4821,"Documentaries","Harry Benson: Shoot First",2016,"4761",4572750,3568
4502,"Comedies","He Even Has Your Eyes",2016,"8322",9304603,7154
5845,"Dramas","In the Shadow of Iris",2016,"1628",2094881,8194
9170,"Dramas","Inkaar",2013,"3157",12196140,6002
3934,"Dramas","Kiss & Cry",2017,"2763",9313702,4536
2444,"Dramas","Loev",2015,"5528",12007564,4221
4271,"Dramas","Mary Kom",2014,"2868",13446295,2361
7989,"Documentaries","Maya Angelou: And Still I Rise",2016,"3894",15871081,2187
6325,"Dramas","Moh Maya Money",2016,"5508",11937482,2085
2778,"Documentaries","Mostly Sunny",2016,"7468",18839573,5534
7407,"Comedies","Mumbai Delhi Mumbai",2014,"3659",5560815,9992
2248,"Comedies","Oh My God",2012,"5278",18981558,8130
9727,"Comedies","One by Two",2014,"9432",19954975,7573
1723,"Comedies","Pyaar Ka Punchnama",2011,"4172",5390775,7004
9173,"Comedies","Pyaar Ka Punchnama 2",2015,"4172",17626778,5126
5719,"Comedies","Queen",2014,"4560",14801520,6181
4947,"Dramas","Raja Hindustani",1996,"7154",11318464,6257
8888,"Documentaries","Saeed Mirza: The Leftist Sufi",2016,"7829",2897719,8188
9512,"Action & Adventure","Shaitan",2011,"4703",8423723,6010
4767,"Dramas","Special 26",2013,"6490",7671740,7459
9695,"Comedies","Tanu Weds Manu",2011,"8609",2881050,6532
6403,"Dramas","The Next Skin",2016,"3745",12310916,5229
8303,"Comedies","What the Fish",2013,"9668",1621948,7539
9172,"Action & Adventure","Yamla Pagla Deewana 2",2013,"2858",8955821,5300
5859,"Movies","Mark Gatiss: A Study in Sherlock",2016,"6956",11878006,7794
4264,"Dramas","Palm Trees in the Snow",2015,"3972",3239204,4888
3739,"Documentaries","Terra",2015,"2066",3773562,4993
6087,"Horror Movies","Apollo 18",2011,"5183",12061227,4829
9041,"Dramas","Meditation Park",2017,"9854",14899513,5430
5220,"Dramas","The Outsider",2018,"8209",6449170,9807
2033,"Dramas","Match",2014,"4266",13497758,2723
4521,"Documentaries","Peter and the Farm",2016,"7193",6136697,4222
3922,"Comedies","The Young Offenders",2016,"5870",6694572,2448
7764,"Dramas","Thithi",2015,"3660",2489436,8098
9791,"Dramas","Zinzana",2015,"3754",4109579,9659
3025,"Comedies","Blue Jasmine",2013,"5163",13949720,2335
9090,"Action & Adventure","Hajwala 2: Mysterious Mission",2018,"9755",11671302,6900
7248,"Dramas","Juanita",2019,"7509",7675571,4507
1900,"Dramas","Lady J",2019,"3168",18524245,6335
8761,"Children & Family Movies","Spy Kids 2: The Island of Lost Dreams",2002,"3472",16057930,7257
4778,"Action & Adventure","The Imaginarium of Doctor Parnassus",2009,"9071",12602398,9928
6279,"Comedies","The Jane Austen Book Club",2007,"7055",1223388,7422
8603,"Children & Family Movies","Walk. Ride. Rodeo.",2019,"2508",12936314,4493
5428,"Comedies","The Waterboy",1998,"8431",19880702,2308
1533,"Dramas","Doubt",2008,"6840",19321134,6854
8836,"Comedies","Nappily Ever After",2018,"3569",17416673,5451
5227,"Comedies","Sisterakas",2012,"6014",6771591,3420
9747,"Dramas","Starting Over Again",2014,"6399",1850276,3189
7592,"International Movies","That Thing Called Tadhana",2015,"1799",2713826,2031
3545,"Dramas","The Love Affair",2015,"8963",13559083,4348
4787,"Action & Adventure","Aftershock",2012,"4772",12150156,3799
8143,"International Movies","Bullet Head",2017,"1634",9665182,8053
4250,"Stand-Up Comedy","Amy Schumer: The Leather Special",2017,"9031",878494,2255
2376,"Action & Adventure","Halo: The Fall of Reach",2015,"9125",13572178,2115
3873,"Children & Family Movies","Aliens Ate My Homework",2018,"1882",13209099,2136
9263,"Children & Family Movies","Benji",1974,"2020",2999788,2490
5483,"Children & Family Movies","Benji: Off the Leash",2004,"2020",18117666,5956
2801,"Children & Family Movies","For the Love of Benji",1977,"2020",17037773,5334
5254,"Stand-Up Comedy","Gad Elmaleh: American Dream",2018,"1423",2652053,2555
5677,"Dramas","Gook",2017,"4417",8168707,8757
2070,"Stand-Up Comedy","Aziz Ansari Live at Madison Square Garden",2015,"1807",12510418,5551
6365,"Documentaries","My Own Man",2015,"8309",17644256,4943
6655,"Children & Family Movies","Bedtime Stories",2008,"9282",6883423,9874
2354,"Dramas","Caregiver",2008,"1892",15841269,7951
6425,"Children & Family Movies","Christopher Robin",2018,"8730",18662262,2185
5079,"Action & Adventure","The Hard Way",2019,"3355",2329556,7892
7063,"Comedies","F the Prom",2017,"7142",9489254,3232
6187,"International Movies","Everyday I Love You",2015,"4735",3337349,2155
7226,"Dramas","I Am",2010,"5921",18914339,5369
8927,"Dramas","Kid Kulafu",2015,"2867",6611502,2460
8930,"Comedies","My Only Mother",2013,"6014",12945729,4084
6917,"Dramas","No Other Woman",2011,"5111",17966308,3584
3381,"Documentaries","The Dawn Wall",2017,"6106",10001112,5370
3705,"Documentaries","Expedition China",2017,"2016",14812699,8858
1567,"Comedies","Employee of the Month",2006,"5749",3767924,9964
6117,"Horror Movies","Mercy Black",2019,"4763",5339356,6101
6423,"Dramas","The Burial of Kojo",2018,"6650",1371457,8991
9235,"Action & Adventure","Revolt",2017,"5593",10944949,9013
6683,"Dramas","Bottom of the World",2017,"3858",18605434,4970
7286,"Horror Movies","FirstBorn",2016,"5852",7854466,4129
1672,"Documentaries","Hiroshima: The Real History",2015,"3532",4546917,5114
1890,"Classic Movies","Know Your Enemy - Japan",1945,"1013",11013166,4682
3849,"Classic Movies","Let There Be Light",1946,"4311",5342387,4050
2004,"Classic Movies","The Battle of Midway",1942,"5798",14009554,3942
5974,"Dramas","The Discovery",2017,"2219",4928112,5310
5482,"Classic Movies","Thunderbolt",1947,"6748",9134355,3771
3788,"Classic Movies","Tunisian Victory",1944,"1013",1450728,8445
4943,"Documentaries","Covered: Alive in Asia",2016,"9666",13397904,4797
5052,"Dramas","First Match",2018,"5624",7663205,2166
2434,"Comedies","Happy Anniversary",2018,"9539",1323898,3573
7553,"Action & Adventure","Legend of the Naga Pearls",2017,"7037",5270206,6710
2815,"Stand-Up Comedy","Sofía Niño de Rivera: Selección Natural",2018,"5041",16267425,5113
6739,"Dramas","The Titan",2018,"3993",19798955,7595
8409,"Comedies","Trailer Park Boys: Countdown to Liquor Day",2009,"8240",8275952,5918
9047,"Comedies","Trailer Park Boys: The Movie",2006,"8240",18411948,2749
8677,"Horror Movies","Backcountry",2014,"8094",18971075,3811
5435,"Comedies","Colkatay Columbus",2016,"8901",7185634,9128
6656,"Action & Adventure","Officer Downe",2016,"9800",14089787,9189
4377,"Comedies","Exit Strategy",2012,"8276",18588939,2590
3907,"Children & Family Movies","Middle School: The Worst Years of My Life",2016,"7114",5319150,9934
3937,"Comedies","15-Aug",2019,"7964",11222866,4145
1589,"Dramas","Bayonet",2019,"2411",19692426,9330
8204,"Dramas","The Bleeder",2016,"4001",4575014,2419
4335,"Dramas","The Highwaymen",2019,"3389",3890761,3407
3122,"Comedies","Tucker and Dale vs. Evil",2010,"1168",4349707,5062
3013,"Dramas","Wolves",2016,"9571",4941133,9487
5972,"Stand-Up Comedy","Jo Koy: Live from Seattle",2017,"8924",11613783,3266
4099,"Horror Movies","Danur: I Can See Ghosts",2017,"3413",3154416,7249
8294,"Dramas","Verses of Love",2008,"6352",7495879,8931
3998,"Horror Movies","Ég man þig",2017,"4538",13802020,7886
3188,"Dramas","Blood Money",2012,"9621",15453251,7933
6600,"Stand-Up Comedy","Nate Bargatze: The Tennessee Kid",2019,"1650",1570622,5891
5009,"Dramas","Birdshot",2016,"5078",7143860,3699
8908,"Action & Adventure","Sei",2018,"8743",7164036,6114
3453,"Children & Family Movies","Kung Fu Panda: Secrets of the Scroll",2016,"6876",2442271,2631
4886,"Action & Adventure","Superlopez",2018,"5766",18972257,9157
5641,"Documentaries","Red Trees",2017,"6506",8742896,7356
5843,"Stand-Up Comedy","Felipe Neto: My Life Makes No Sense",2017,"6464",9693616,2080
3010,"Documentaries","The C Word",2016,"8324",4312312,3822
2272,"Dramas","The Most Hated Woman in America",2017,"8850",8466730,3101
5023,"Comedies","I Don't Know How She Does It",2011,"8462",9443631,5744
4874,"Action & Adventure","Oversize Cops",2017,"3975",7801167,6842
5149,"Action & Adventure","Game Over, Man!",2018,"3342",6269018,6238
6900,"Dramas","Layla M.",2016,"1727",9843881,2012
8378,"Dramas","Paradox",2018,"2417",10862965,9054
7139,"Dramas","Roxanne Roxanne",2018,"8129",1744878,4716
9437,"Dramas","Secret Superstar",2017,"7164",8625353,8527
1539,"Dramas","Welcome to New York",2014,"1648",17712847,9306
1540,"Dramas","Mirage",2018,"7245",9437170,9222
6790,"Comedies","The Dirt",2019,"8658",9616326,6329
5738,"Documentaries","The Rolling Stones: Olé Olé Olé! A Trip Across Latin America",2016,"4569",16772213,4844
9893,"Action & Adventure","The Amazing Praybeyt Benjamin",2014,"6014",18987067,6091
1612,"Action & Adventure","The Super Parental Guardians",2016,"8912",6614000,3759
5389,"Comedies","The Third Party",2016,"2623",3139381,2340
6150,"Dramas","The Unmarried Wife",2016,"2051",8779545,5397
8880,"Horror Movies","The Wedding Curse",2006,"1892",5690084,2562
8243,"International Movies","Vince and Kath and James",2016,"9135",9529356,3450
3754,"Documentaries","Conor McGregor: Notorious",2017,"4663",2512571,9554
4657,"Dramas","Another Forever",2016,"2643",14079739,6237
7761,"Documentaries","Fire at Sea",2016,"4732",9289755,9672
9411,"Action & Adventure","A.X.L.",2018,"6853",5899668,8341
4189,"Documentaries","Alexis Viera: A Story of Surviving",2019,"1895",1366918,8227
9789,"Dramas","Imago",2018,"1759",15489917,3660
8503,"Action & Adventure","Contract",2008,"9433",3481737,5975
7234,"Comedies","Dear Dad",2016,"8786",8990245,6271
9408,"Dramas","River's Edge",2018,"2372",13335909,2613
6026,"Action & Adventure","Sarkar",2018,"9753",2290406,4611
2293,"Action & Adventure","Sarkar",2018,"9753",15811912,5612
7542,"Comedies","Saving Mr. Banks",2013,"3389",18726539,2223
5610,"Dramas","Wakefield",2016,"7055",14086539,9660
5886,"Comedies","War Chhod Na Yaar",2013,"1048",1616444,5722
6893,"Dramas","Zubaan",2015,"3416",7291885,5063
9008,"Stand-Up Comedy","Malena Pichot: Estupidez compleja",2018,"5041",10435596,3480
6111,"Stand-Up Comedy","Natalia Valdebenito: El especial",2018,"5041",7527699,8632
9233,"Horror Movies","Ravenous",2017,"4510",12631064,3721
7875,"Documentaries","Danny Says",2015,"6971",12851700,3241
4658,"Dramas","The Salvation",2014,"3076",7362602,5636
7695,"Stand-Up Comedy","Amy Schumer Growing",2019,"9031",12489310,9040
4204,"Dramas","Tinker'",2018,"2672",17485299,8773
7979,"Action & Adventure","In Search of Fellini",2017,"4567",5911481,9474
3329,"Children & Family Movies","Monkey Up",2016,"2287",2099691,4451
2858,"Comedies","All About Nina",2018,"6496",18121766,5029
8462,"Documentaries","Best Worst Thing That Ever Could Have Happened",2016,"4103",12666556,2592
3080,"Action & Adventure","Train to Busan",2016,"6942",7605571,7572
7457,"Comedies","He Never Died",2015,"7057",7707588,4220
6506,"Stand-Up Comedy","Jimmy Carr: Funny Business",2016,"7822",15263514,4948
8985,"Documentaries","My Beautiful Broken Brain",2016,"5662",18887447,8577
6277,"Children & Family Movies","Pee-wee's Big Holiday",2016,"7256",5805582,8356
4078,"Comedies","5 Flights Up",2014,"6995",12108807,8536
2166,"Comedies","Deidra & Laney Rob a Train",2017,"8294",2573592,4968
4934,"Dramas","Pandora",2016,"7380",19774603,6914
9626,"Dramas","A Separation",2011,"3489",7894226,6046
6310,"Children & Family Movies","Benji",2018,"8736",6659477,5838
6110,"Stand-Up Comedy","Yoo Byung Jae: Too Much Information",2018,"6811",18997913,8431
2297,"Comedies","5 to 7",2014,"3279",11652962,4073
4010,"Children & Family Movies","Coraline",2009,"1751",7766587,2846
5151,"Classic Movies","Howards End",1992,"9222",7431215,5214
6759,"Action & Adventure","The Hollow Point",2016,"5183",6525109,5548
3277,"Dramas","The Riot Club",2014,"1321",3402362,7176
4388,"Children & Family Movies","Chicken Little",2005,"8562",18059487,5290
7470,"Comedies","Bombairiya",2018,"5026",2472741,3033
9743,"Action & Adventure","Burn Out",2017,"9623",16182755,7517
2237,"Comedies","Chief Daddy",2018,"3611",6485652,3032
4021,"Stand-Up Comedy","Edoardo Ferrario: Temi Caldi",2019,"9740",16465415,9284
8324,"Children & Family Movies","G-Force",2009,"1930",15641496,6515
7189,"Dramas","Girl",2018,"2086",11913302,8568
3501,"Stand-Up Comedy","Jeff Dunham: Arguing with Myself",2006,"1823",7678846,2696
5797,"Stand-Up Comedy","Jeff Dunham: Controlled Chaos",2011,"1423",10496471,5574
8974,"Stand-Up Comedy","Jeff Dunham: Minding the Monsters",2012,"1823",11113069,4667
9248,"Stand-Up Comedy","Jeff Dunham's Very Special Christmas Special",2008,"1423",12378412,8497
4255,"Action & Adventure","Kung Fu Hustle",2004,"6476",12815240,5075
8395,"Documentaries","Late Life: The Chien-Ming Wang Story",2018,"9378",12561102,6249
7434,"Action & Adventure","Paskal",2018,"5348",3294708,8466
9429,"Dramas","The Lives of Others",2006,"7396",16868140,6355
2258,"Thrillers","The Student",2017,"6089",2813021,2960
3059,"Horror Movies","Twinsanity",2018,"1304",6391928,3416
7710,"Dramas","Bilu Rakkhosh",2017,"2381",16695558,7629
7750,"Comedies","Chal Dhar Pakad",2010,"3403",7604714,4674
9712,"Dramas","Ek Cup Chya",2009,"6989",1856485,2202
6486,"Anime Features","In This Corner of the World",2016,"7925",11069748,9251
2757,"Comedies","Irada Pakka",2010,"9474",3355555,7445
9886,"Comedies","Jag älskar dig: En skilsmässokomedi",2016,"8195",4472015,6800
5606,"Action & Adventure","Kills on Wheels",2016,"3290",12780006,6262
7737,"Dramas","Lalbaug Parel: Zali Mumbai Sonyachi",2010,"8371",7321185,6703
7391,"Children & Family Movies","Little Lunch: The Halloween Horror Story",2016,"1244",5412405,8672
7447,"Children & Family Movies","Little Lunch: The Nightmare Before Graduation",2016,"4817",847271,6620
3727,"Dramas","Mango Dreams",2016,"4173",1353726,6879
4116,"Dramas","Pizza, birra, faso",1998,"8040",7187312,6828
5419,"Horror Movies","Ranbhool",2010,"1994",4479291,8377
2198,"Dramas","Satrangi Re",2012,"1276",14601346,8383
4776,"Dramas","Sthaniya Sambaad",2010,"9009",14908823,5019
1839,"Dramas","The Art of Loving",2017,"5630",18203366,8254
3668,"Action & Adventure","Asoka",2001,"5215",7068320,2540
8784,"Action & Adventure","Bon Cop, Bad Cop",2006,"2783",2971770,7384
5291,"Dramas","Namour",2016,"1733",3289227,7702
4925,"Documentaries","Notes on Blindness",2016,"8864",14762168,6031
6489,"Action & Adventure","One 2 Ka 4",2001,"2350",3780847,3216
6495,"Dramas","Ottaal",2014,"9182",7544484,9985
5169,"Dramas","Sunrise",2014,"7246",6241553,2962
4600,"Documentaries","Marvel & ESPN Films Present: 1 of 1: Genesis",2014,"9385",15549957,8004
5313,"Dramas","12 ROUND GUN",2017,"7801",1213861,4226
4059,"Dramas","A Love Story",2007,"2051",13060540,4234
7883,"Dramas","Barcelona: A Love Untold",2016,"6399",9032703,6972
4912,"Comedies","Everything About Her",2016,"8912",12376455,5552
7149,"International Movies","Finally Found Someone",2017,"9135",4155696,5452
7893,"Comedies","Seven Sundays",2017,"3612",2368479,2450
3734,"Action & Adventure","Steel Rain",2018,"6797",11284593,5302
5492,"Dramas","Angry Indian Goddesses",2015,"8189",3772335,6856
3197,"Stand-Up Comedy","Jim Norton: Mouthful of Shame",2017,"8924",8802898,3300
2875,"Action & Adventure","Triple Frontier",2019,"3713",17976733,7056
